,SyncID,FeatureNam,FeatureSta,UniqueID,RouteID,RouteName,RouteCla,MaintCnt,Division
61,d57dca9e-b280-571c-5c5b-3a7cebbe1586,Traffic-Lights,Overhead,40001533051_30000050051_40001309051,40001533051,SR-1533,Secondary Route,Johnston,4
62,38e0b027-1d96-9e9d-7308-6296d6a43831,Traffic-Lights,Overhead,40001533051_30000050051_40001309051,40001533051,SR-1533,Secondary Route,Johnston,4
63,f35a737d-9f53-15da-fd39-e8ca11cdf56b,Traffic-Lights,Overhead,30000042051_30000050051_40001603051,30000042051,NC-42,NC Route,Johnston,4
64,ec61ffab-34b2-6de2-02a7-14b68e7fefba,Traffic-Lights,Overhead,30000050051_30000042051_40001545051,30000050051,NC-50,NC Route,Johnston,4
65,3edf898f-ae3c-6344-878a-6a5146d43116,Traffic-Lights,Overhead,30000042051_30000050051_40001603051,30000042051,NC-42,NC Route,Johnston,4
66,b989fdf8-7715-820a-3972-4f05b07e6efb,Traffic-Lights,Overhead,30000042051_30000050051_40001603051,30000042051,NC-42,NC Route,Johnston,4
67,f73af5ec-c0f8-d89a-e0ec-c2df699683bf,Traffic-Lights,Overhead,30000042051_40001651051_30000050051,30000042051,NC-42,NC Route,Johnston,4
68,f0705f9c-4c05-e20c-3dcc-250e28435562,Traffic-Lights,Overhead,30000042051_40001651051_30000050051,30000042051,NC-42,NC Route,Johnston,4
69,4c77842b-91ce-51c7-2ccc-395c3a49ffd9,Traffic-Lights,Overhead,30000050051_30000042051_40001545051,30000050051,NC-50,NC Route,Johnston,4
70,830028ba-5965-be64-db7a-70ac7f121597,Traffic-Lights,Overhead,30000050051_30000042051_40001545051,30000050051,NC-50,NC Route,Johnston,4
71,da5eb7fc-020a-dbfb-d278-46f68ab63884,Traffic-Lights,Overhead,30000042051_40001651051_30000050051,30000042051,NC-42,NC Route,Johnston,4
72,2d2a6e4b-0b5c-473d-e15b-2e830b21777f,Traffic-Lights,Overhead,30000042051_40001651051_30000050051,30000042051,NC-42,NC Route,Johnston,4
73,b057ecc2-dc52-519a-fd63-ba4f1a88eeb2,Traffic-Lights,Overhead,30000042051_40001651051_30000050051,30000042051,NC-42,NC Route,Johnston,4
74,2111915b-8116-5aba-9a67-da482df80182,Traffic-Lights,Overhead,30000042051_40001651051_30000050051,30000042051,NC-42,NC Route,Johnston,4
75,ee667256-8c5c-c00e-fab4-f2ca155f5a5c,Traffic-Lights,Overhead,30000050051_40001524051_40002270051,30000050051,NC-50,NC Route,Johnston,4
76,643ad5f2-80ec-7f2a-aa82-6be4432f3b00,Traffic-Lights,Overhead,30000050051_40001524051_40002270051,30000050051,NC-50,NC Route,Johnston,4
77,b317d8e3-37b2-338b-1c12-1b8790a865b9,Traffic-Lights,Overhead,30000050051_40001524051_40002270051,30000050051,NC-50,NC Route,Johnston,4
78,27400008-f38e-94fc-7b87-59af1d4f2e39,Traffic-Lights,Overhead,30000050051_40001524051_40002270051,30000050051,NC-50,NC Route,Johnston,4
79,8997b270-fde0-2bed-d451-a2d10e022c63,Traffic-Lights,Overhead,30000210051_10600040051_80000259051,30000210051,NC-210,NC Route,Johnston,4
80,3c15271d-80ab-a82f-6da8-accb3e5a4a8e,Traffic-Lights,Overhead,30000210051_10600040051_80000259051,30000210051,NC-210,NC Route,Johnston,4
81,71a70fdd-eeb6-dc1e-5be4-74a344483b8e,Traffic-Lights,Overhead,30000210051_10600040051_80000259051,30000210051,NC-210,NC Route,Johnston,4
82,a1b11b59-2cb3-260d-efbf-7602261ab4a7,Traffic-Lights,Overhead,30000210051_10600040051_80000259051,30000210051,NC-210,NC Route,Johnston,4
83,4b6c23c7-f6a4-2094-bd8f-c777a7d5892f,Traffic-Lights,Overhead,30000210051_80000259051_40003445051,30000210051,NC-210,NC Route,Johnston,4
84,e954f039-8970-94d2-a95b-3725016de139,Traffic-Lights,Overhead,30000210051_80000259051_40003445051,30000210051,NC-210,NC Route,Johnston,4
85,90009052-cd03-e7ac-65b1-962f98cfe537,Traffic-Lights,Overhead,30000210051_80000259051_40003445051,30000210051,NC-210,NC Route,Johnston,4
86,31be2278-cdf0-de2a-c549-26b7479bd14a,Traffic-Lights,Overhead,30000210051_50096577051_80000261051,30000210051,NC-210,NC Route,Johnston,4
87,70dc387c-ab44-799a-81b5-31a5a574f35f,Traffic-Lights,Overhead,30000210051_50096577051_80000261051,30000210051,NC-210,NC Route,Johnston,4
88,45199c2e-d069-05f5-de05-66eeef75485e,Traffic-Lights,Overhead,30000210051_50096577051_80000261051,30000210051,NC-210,NC Route,Johnston,4
89,5924f1d6-64c0-7dad-3770-01d61fc2bd14,Traffic-Lights,Overhead,30000210051_80000261051_10000040051,30000210051,NC-210,NC Route,Johnston,4
90,ea07ae96-5139-b758-1b55-dbc8863562dc,Traffic-Lights,Overhead,30000210051_80000261051_10000040051,30000210051,NC-210,NC Route,Johnston,4
91,6e540a33-07d7-3b1f-1c07-4fedbadce849,Traffic-Lights,Overhead,30000210051_50096577051_80000261051,30000210051,NC-210,NC Route,Johnston,4
92,3855fd26-4b9c-8665-9782-dcc34776a369,Traffic-Lights,Overhead,30000210051_50096577051_80000261051,30000210051,NC-210,NC Route,Johnston,4
93,8d423aff-811e-cf25-bced-d7be158ad8e0,Traffic-Lights,Overhead,30000210051_80000261051_10000040051,30000210051,NC-210,NC Route,Johnston,4
94,1db3848c-25cc-ebd5-101b-39dd8074ff4d,Traffic-Lights,Overhead,30000210051_50096577051_80000261051,30000210051,NC-210,NC Route,Johnston,4
95,0b35f4d9-f3fd-c8a3-7c16-0f6061ef01b3,Traffic-Lights,Overhead,30000210051_50096577051_80000261051,30000210051,NC-210,NC Route,Johnston,4
96,cac75e07-9436-51e5-199a-96b24f7139c4,Traffic-Lights,Overhead,30000210051_50096551051_50096577051,30000210051,NC-210,NC Route,Johnston,4
97,5d298c0c-c02f-271c-7d65-ae04f2980eda,Traffic-Lights,Overhead,30000210051_50096551051_50096577051,30000210051,NC-210,NC Route,Johnston,4
98,cd9396b9-6e15-a2e2-13d0-bdeb51cd6b55,Traffic-Lights,Overhead,30000210051_50096551051_50096577051,30000210051,NC-210,NC Route,Johnston,4
99,bb364900-c01d-b461-e2b7-3c471044146c,Traffic-Lights,Overhead,30000210051_50096551051_50096577051,30000210051,NC-210,NC Route,Johnston,4
100,75c60fdc-b5af-2bda-bbd0-e7be2793faac,Traffic-Lights,Overhead,30000210051_50096577051_80000261051,30000210051,NC-210,NC Route,Johnston,4
101,c26a0f2a-b697-86cb-08bd-dca62ad96a86,Traffic-Lights,Overhead,30000210051_50096577051_80000261051,30000210051,NC-210,NC Route,Johnston,4
102,f70fc89d-45ba-a6d9-ccd1-ce87c9193f01,Traffic-Lights,Overhead,40001309051_30000210051_40001383051,40001309051,SR-1309,Secondary Route,Johnston,4
103,e0caf029-935c-45e5-2f55-671942bc68fa,Traffic-Lights,Overhead,40001309051_30000210051_40001383051,40001309051,SR-1309,Secondary Route,Johnston,4
104,29799439-94c1-1d36-cdab-ef8370d7c54e,Traffic-Lights,Overhead,40001309051_30000210051_40001383051,40001309051,SR-1309,Secondary Route,Johnston,4
105,6d46f4f3-6875-c839-d98d-59cab740758f,Traffic-Lights,Overhead,30000210051_40002261051_40001309051,30000210051,NC-210,NC Route,Johnston,4
106,ef4a3fc5-80c6-9bd8-9f91-67f63c9bfb2b,Traffic-Lights,Overhead,30000210051_40002261051_40001309051,30000210051,NC-210,NC Route,Johnston,4
107,7edc6cfd-61b8-4cef-ef2b-c729c876c830,Traffic-Lights,Overhead,30000210051_40002261051_40001309051,30000210051,NC-210,NC Route,Johnston,4
108,9cdd4e33-e30f-f797-685c-8abd047abca6,Traffic-Lights,Overhead,40001309051_40003430051_30000210051,40001309051,SR-1309,Secondary Route,Johnston,4
109,b601fcc2-bd6b-9873-bae6-27e0734b8e52,Traffic-Lights,Overhead,40001309051_40003430051_30000210051,40001309051,SR-1309,Secondary Route,Johnston,4
110,1d7f6a2f-ff48-3401-31af-d67588ca2b09,Traffic-Lights,Overhead,30000050051_30000210051_80000264051,30000050051,NC-50,NC Route,Johnston,4
111,b101054c-d3b1-fac2-bad7-810d3ce65d89,Traffic-Lights,Overhead,30000050051_30000210051_80000264051,30000050051,NC-50,NC Route,Johnston,4
112,573bc2da-e99d-120c-a245-95e5671f84ae,Traffic-Lights,Overhead,30000050051_30000210051_80000264051,30000050051,NC-50,NC Route,Johnston,4
113,5572f1cb-91ec-2787-75ad-68101997983c,Traffic-Lights,Overhead,30000210051_80000266051_30000050051,30000210051,NC-210,NC Route,Johnston,4
114,8e00c308-82a2-fb16-c99f-9ff626a7d00a,Traffic-Lights,Overhead,30000210051_80000266051_30000050051,30000210051,NC-210,NC Route,Johnston,4
115,cf5514e4-2e7d-410a-7bd5-f1a859f8c716,Traffic-Lights,Overhead,30000210051_80000266051_30000050051,30000210051,NC-210,NC Route,Johnston,4
116,73b5f642-c4bf-61e7-b953-d6937789f52b,Traffic-Lights,Overhead,30000050051_80000266051_30000210051,30000050051,NC-50,NC Route,Johnston,4
117,7d53711d-e26b-3a50-7201-2a2c91de7e8e,Traffic-Lights,Overhead,30000050051_80000266051_30000210051,30000050051,NC-50,NC Route,Johnston,4
118,6dcbdf3d-eb04-97f2-be7e-b3d321e924df,Traffic-Lights,Overhead,30000050051_80000266051_30000210051,30000050051,NC-50,NC Route,Johnston,4
119,2fbae854-545f-4d72-19b7-f2fe7da0a337,Traffic-Lights,Overhead,30000210051_30000050051_80000263051,30000210051,NC-210,NC Route,Johnston,4
120,50ee1a81-23a1-307b-7aca-e49c334ac13b,Traffic-Lights,Overhead,30000210051_30000050051_80000263051,30000210051,NC-210,NC Route,Johnston,4
121,b85ebe03-7b1d-dd04-6085-2585b3c5297b,Traffic-Lights,Overhead,30000210051_30000050051_80000263051,30000210051,NC-210,NC Route,Johnston,4
122,b14d7417-6139-991c-6be2-a5f4a77cbb1c,Traffic-Lights,Overhead,30000210051_50096551051_50096577051,30000210051,NC-210,NC Route,Johnston,4
123,4a1c30ff-ff5b-4a56-9212-528ab20e4050,Traffic-Lights,Overhead,30000210051_50096551051_50096577051,30000210051,NC-210,NC Route,Johnston,4
124,eaeb7688-4655-2787-1fe2-28d132b62b4c,Traffic-Lights,Overhead,30000210051_80000263051_50096551051,30000210051,NC-210,NC Route,Johnston,4
125,7eb8711b-ed0d-c5ef-9b71-64c4289c40de,Traffic-Lights,Overhead,30000210051_50096551051_50096577051,30000210051,NC-210,NC Route,Johnston,4
126,75621a26-883a-9658-48c9-ece6e5b24f55,Traffic-Lights,Overhead,30000210051_50096551051_50096577051,30000210051,NC-210,NC Route,Johnston,4
127,d20d44ff-4ed5-3bea-b881-9082e879d706,Traffic-Lights,Overhead,30000210051_50096551051_50096577051,30000210051,NC-210,NC Route,Johnston,4
128,6349fd02-1f04-0b2d-ea90-4e5227b2218d,Traffic-Lights,Overhead,30000210051_50096551051_50096577051,30000210051,NC-210,NC Route,Johnston,4
129,8282c0f3-4466-c3b4-a8ed-d9a0555480ab,Traffic-Lights,Overhead,30000210051_50096551051_50096577051,30000210051,NC-210,NC Route,Johnston,4
130,e8736ea4-0197-8df1-4f1f-f700d2a97944,Traffic-Lights,Overhead,30000210051_50096551051_50096577051,30000210051,NC-210,NC Route,Johnston,4
131,b8def5be-41d7-aa38-cd77-379df7b72927,Traffic-Lights,Overhead,30000210051_80000263051_50096551051,30000210051,NC-210,NC Route,Johnston,4
132,4061c619-14a7-e26e-9e07-d5ee2470d35e,Traffic-Lights,Overhead,30000210051_80000263051_50096551051,30000210051,NC-210,NC Route,Johnston,4
133,2ea15456-eb37-e2c0-eefb-65e1377a03bd,Traffic-Lights,Overhead,30000210051_80000263051_50096551051,30000210051,NC-210,NC Route,Johnston,4
134,78818667-148a-cf17-d33e-da34adbf121d,Traffic-Lights,Overhead,30000210051_80000263051_50096551051,30000210051,NC-210,NC Route,Johnston,4
135,1af73833-adfe-8b44-fb58-2843a654cf36,Traffic-Lights,Overhead,30000042051_40002851051_40001902051,30000042051,NC-42,NC Route,Johnston,4
136,d0aa1018-4d04-9757-ad49-3b25bc75299d,Traffic-Lights,Overhead,30000042051_40002851051_40001902051,30000042051,NC-42,NC Route,Johnston,4
137,9aaf5000-7ad4-7548-2326-8e971460aa4a,Traffic-Lights,Ground-Mounted,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
138,041b54a8-a1f1-315e-d5ab-a50efd7c4f6b,Traffic-Lights,Overhead,30000042051_40002851051_40001902051,30000042051,NC-42,NC Route,Johnston,4
139,4b555133-2b4f-6979-3459-9ab43fe236f0,Traffic-Lights,Overhead,30000042051_40002851051_40001902051,30000042051,NC-42,NC Route,Johnston,4
140,ccce29a0-c86a-be8b-2689-6391ee2afe70,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
141,04f7ff35-79b1-57c6-2e9f-09aa119e64e6,Traffic-Lights,Overhead,30000042051_40002851051_40001902051,30000042051,NC-42,NC Route,Johnston,4
142,7e320385-ff66-107b-b822-4750ed37caa5,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
143,ecea1691-e527-b9eb-011c-03900678cb1a,Traffic-Lights,Overhead,30000042051_40001902051_30600042051,30000042051,NC-42,NC Route,Johnston,4
144,6bb78f82-bdd2-df92-5fa3-5cc73a7cab46,Traffic-Lights,Overhead,30000042051_40001902051_30600042051,30000042051,NC-42,NC Route,Johnston,4
145,2bafb6ae-fc24-0b88-7f86-44151dcb50d0,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
146,47080e42-ef31-ca89-6736-8bb464f98c97,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
147,63f51d09-edd7-bd37-22d6-dc73802ee078,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
148,7c6bdca6-2373-2f2e-2d58-a62467b2df4c,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
149,3f3b0f22-d4b7-5ab3-d546-128394fd780c,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
150,edb86566-b566-7b93-f72e-4177207c83f1,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
151,e1a0c97d-d189-43cd-257c-68b24867f680,Traffic-Lights,Ground-Mounted,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
152,8b580807-4364-5209-8e75-8c83ca98d05d,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
153,5eb7fd87-f45d-4e47-6914-0e103b087bd9,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
154,56fede1d-f9c6-37b7-8ff6-2215b7c19371,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
155,9c257194-e495-fe5f-7b9a-18b057c7d0f9,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
156,e0192dda-b6a2-f639-9904-d98348dc0981,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
157,db732d2b-8031-72b3-5835-eaa720722ae1,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
158,e4f58998-3570-6563-dc78-94f1a1343540,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
159,ef8aafb7-583e-fcc7-488b-4d3582b54ab4,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
160,84925c3d-254e-b543-1aa8-9d3e5855d969,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
161,9e4e5a2d-5f00-32fc-cb8d-ba7e6035d0d6,Traffic-Lights,Overhead,30600042051_30600042051_40002851051,30600042051,NC-42,NC Route,Johnston,4
162,e5d5f043-344f-82d8-c22a-06bae82a02d9,Traffic-Lights,Overhead,30000042051_30600042051_50096500051,30000042051,NC-42,NC Route,Johnston,4
163,7b4a97f2-37f8-8fdd-bdd5-485cdd2a3849,Traffic-Lights,Overhead,30000042051_30600042051_50096500051,30000042051,NC-42,NC Route,Johnston,4
164,e5877fb0-b822-de1a-6da6-9053333e2699,Traffic-Lights,Overhead,30000042051_30600042051_50096500051,30000042051,NC-42,NC Route,Johnston,4
165,ecc47ecf-a4c1-0743-34af-e82f53c42d5f,Traffic-Lights,Overhead,30000042051_50096500051_50096588051,30000042051,NC-42,NC Route,Johnston,4
166,2e2bb058-2188-92e5-561c-7eb4737defb5,Traffic-Lights,Overhead,30000042051_50096500051_50096588051,30000042051,NC-42,NC Route,Johnston,4
167,fd815211-0188-003a-5232-e0c1ed52f348,Traffic-Lights,Overhead,30000042051_50096500051_50096588051,30000042051,NC-42,NC Route,Johnston,4
168,c94fa944-d5c8-7df3-92b0-da18a2dc63e3,Traffic-Lights,Overhead,30000042051_50096500051_50096588051,30000042051,NC-42,NC Route,Johnston,4
169,0653f73c-d45e-284e-b4a2-b155f1a100ea,Traffic-Lights,Overhead,30000042051_50096500051_50096588051,30000042051,NC-42,NC Route,Johnston,4
170,d0e2c12c-eb4e-afd4-d810-f1c25fc1322e,Traffic-Lights,Overhead,30000042051_40001704051_40002677051,30000042051,NC-42,NC Route,Johnston,4
